timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680790451542,46,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665914,126,1,1,http://192.168.56.104/650KB.txt,12,0,3
1680790451701,37,HTTP Request 5 Small,200,OK,Thread Group 1-1,text,true,,717113,126,1,1,http://192.168.56.104/700KB.txt,1,0,0
1680790451861,29,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,512313,126,1,1,http://192.168.56.104/500KB.txt,2,0,0
1680790452022,34,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665913,126,1,1,http://192.168.56.104/650KB.txt,2,0,0
1680790452181,31,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,512313,126,1,1,http://192.168.56.104/500KB.txt,2,0,0
1680790452342,60,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665913,126,1,1,http://192.168.56.104/650KB.txt,3,0,0
1680790452502,42,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,1,1,http://192.168.56.104/600KB.txt,2,0,0
1680790452549,26,HTTP Request 2 Small,200,OK,Thread Group 1-2,text,true,,563514,126,2,2,http://192.168.56.104/550KB.txt,4,0,2
1680790452662,33,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,563513,126,2,2,http://192.168.56.104/550KB.txt,1,0,0
1680790452869,56,HTTP Request 5 Small,200,OK,Thread Group 1-2,text,true,,717113,126,2,2,http://192.168.56.104/700KB.txt,3,0,0
1680790452981,75,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665913,126,2,2,http://192.168.56.104/650KB.txt,4,0,0
1680790453188,48,HTTP Request 4 Small,200,OK,Thread Group 1-2,text,true,,665913,126,2,2,http://192.168.56.104/650KB.txt,3,0,0
1680790453303,75,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,563513,126,2,2,http://192.168.56.104/550KB.txt,4,0,0
1680790453508,69,HTTP Request 3 Small,200,OK,Thread Group 1-2,text,true,,614713,126,3,3,http://192.168.56.104/600KB.txt,3,0,0
1680790453547,50,HTTP Request 4 Small,200,OK,Thread Group 1-3,text,true,,665914,126,3,3,http://192.168.56.104/650KB.txt,6,0,5
1680790453621,51,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,512313,126,3,3,http://192.168.56.104/500KB.txt,2,0,0
1680790453988,23,HTTP Request 5 Small,200,OK,Thread Group 1-2,text,true,,717113,126,3,3,http://192.168.56.104/700KB.txt,2,0,0
1680790454026,23,HTTP Request 3 Small,200,OK,Thread Group 1-3,text,true,,614713,126,3,3,http://192.168.56.104/600KB.txt,2,0,0
1680790454102,38,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,3,3,http://192.168.56.104/600KB.txt,1,0,0
1680790454468,20,HTTP Request 2 Small,200,OK,Thread Group 1-2,text,true,,563513,126,3,3,http://192.168.56.104/550KB.txt,1,0,0
1680790454507,22,HTTP Request 3 Small,200,OK,Thread Group 1-3,text,true,,614713,126,3,3,http://192.168.56.104/600KB.txt,2,0,0
1680790454549,22,HTTP Request 1 Small,200,OK,Thread Group 1-4,text,true,,512314,126,4,4,http://192.168.56.104/500KB.txt,3,0,1
1680790454581,43,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,4,4,http://192.168.56.104/600KB.txt,2,0,0
1680790454949,24,HTTP Request 5 Small,200,OK,Thread Group 1-2,text,true,,717113,126,4,4,http://192.168.56.104/700KB.txt,1,0,0
1680790454986,21,HTTP Request 3 Small,200,OK,Thread Group 1-3,text,true,,614713,126,4,4,http://192.168.56.104/600KB.txt,2,0,0
1680790455189,19,HTTP Request 2 Small,200,OK,Thread Group 1-4,text,true,,563513,126,4,4,http://192.168.56.104/550KB.txt,1,0,0
1680790455222,31,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,4,4,http://192.168.56.104/600KB.txt,1,0,0
1680790455549,71,HTTP Request 3 Small,200,OK,Thread Group 1-5,text,true,,614714,126,5,5,http://192.168.56.104/600KB.txt,7,0,2
1680790455588,34,HTTP Request 2 Small,200,OK,Thread Group 1-2,text,true,,563513,126,5,5,http://192.168.56.104/550KB.txt,3,0,0
1680790455626,28,HTTP Request 5 Small,200,OK,Thread Group 1-3,text,true,,717113,126,5,5,http://192.168.56.104/700KB.txt,2,0,0
1680790455829,18,HTTP Request 1 Small,200,OK,Thread Group 1-4,text,true,,512313,126,5,5,http://192.168.56.104/500KB.txt,2,0,0
1680790455862,37,HTTP Request 5 Small,200,OK,Thread Group 1-1,text,true,,717113,126,5,5,http://192.168.56.104/700KB.txt,1,0,0
1680790456389,24,HTTP Request 4 Small,200,OK,Thread Group 1-2,text,true,,665913,126,5,5,http://192.168.56.104/650KB.txt,2,0,0
1680790456347,98,HTTP Request 5 Small,200,OK,Thread Group 1-5,text,true,,717113,126,5,5,http://192.168.56.104/700KB.txt,3,0,0
1680790456426,26,HTTP Request 2 Small,200,OK,Thread Group 1-3,text,true,,563513,126,5,5,http://192.168.56.104/550KB.txt,4,0,0
1680790456550,41,HTTP Request 1 Small,200,OK,Thread Group 1-6,text,true,,512314,126,6,6,http://192.168.56.104/500KB.txt,7,0,3
1680790456628,26,HTTP Request 2 Small,200,OK,Thread Group 1-4,text,true,,563513,126,6,6,http://192.168.56.104/550KB.txt,2,0,0
1680790456661,33,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,6,6,http://192.168.56.104/600KB.txt,1,0,0
1680790457148,101,HTTP Request 5 Small,200,OK,Thread Group 1-5,text,true,,717113,126,6,6,http://192.168.56.104/700KB.txt,2,0,0
1680790457189,61,HTTP Request 1 Small,200,OK,Thread Group 1-2,text,true,,512313,126,6,6,http://192.168.56.104/500KB.txt,5,0,0
1680790457226,46,HTTP Request 5 Small,200,OK,Thread Group 1-3,text,true,,717113,126,6,6,http://192.168.56.104/700KB.txt,11,0,0
1680790457509,42,HTTP Request 1 Small,200,OK,Thread Group 1-6,text,true,,512313,126,6,6,http://192.168.56.104/500KB.txt,1,0,0
1680790457552,25,HTTP Request 2 Small,200,OK,Thread Group 1-7,text,true,,563514,126,7,7,http://192.168.56.104/550KB.txt,3,0,1
1680790457588,30,HTTP Request 4 Small,200,OK,Thread Group 1-4,text,true,,665913,126,7,7,http://192.168.56.104/650KB.txt,1,0,0
1680790457621,38,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665913,126,7,7,http://192.168.56.104/650KB.txt,2,0,0
1680790458108,133,HTTP Request 4 Small,200,OK,Thread Group 1-5,text,true,,665913,126,7,7,http://192.168.56.104/650KB.txt,3,0,0
1680790458149,110,HTTP Request 4 Small,200,OK,Thread Group 1-2,text,true,,665913,126,7,7,http://192.168.56.104/650KB.txt,1,0,0
1680790458186,74,HTTP Request 2 Small,200,OK,Thread Group 1-3,text,true,,563513,126,7,7,http://192.168.56.104/550KB.txt,1,0,0
1680790458469,121,HTTP Request 3 Small,200,OK,Thread Group 1-6,text,true,,614713,126,8,8,http://192.168.56.104/600KB.txt,4,0,0
1680790458552,46,HTTP Request 5 Small,200,OK,Thread Group 1-8,text,true,,717114,126,8,8,http://192.168.56.104/700KB.txt,4,0,2
1680790458671,28,HTTP Request 5 Small,200,OK,Thread Group 1-7,text,true,,717113,126,8,8,http://192.168.56.104/700KB.txt,2,0,0
1680790458708,32,HTTP Request 5 Small,200,OK,Thread Group 1-4,text,true,,717113,126,8,8,http://192.168.56.104/700KB.txt,2,0,0
1680790458742,33,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,563513,126,8,8,http://192.168.56.104/550KB.txt,1,0,0
1680790459268,109,HTTP Request 1 Small,200,OK,Thread Group 1-2,text,true,,512313,126,8,8,http://192.168.56.104/500KB.txt,5,0,0
1680790459227,186,HTTP Request 4 Small,200,OK,Thread Group 1-5,text,true,,665913,126,8,8,http://192.168.56.104/650KB.txt,2,0,0
1680790459306,115,HTTP Request 3 Small,200,OK,Thread Group 1-3,text,true,,614713,126,8,8,http://192.168.56.104/600KB.txt,2,0,0
1680790459552,23,HTTP Request 1 Small,200,OK,Thread Group 1-9,text,true,,512314,126,9,9,http://192.168.56.104/500KB.txt,4,0,2
1680790459749,26,HTTP Request 2 Small,200,OK,Thread Group 1-6,text,true,,563513,126,9,9,http://192.168.56.104/550KB.txt,2,0,0
1680790459832,45,HTTP Request 3 Small,200,OK,Thread Group 1-8,text,true,,614713,126,9,9,http://192.168.56.104/600KB.txt,1,0,0
1680790459951,67,HTTP Request 2 Small,200,OK,Thread Group 1-7,text,true,,563513,126,9,9,http://192.168.56.104/550KB.txt,1,0,0
1680790459988,31,HTTP Request 2 Small,200,OK,Thread Group 1-4,text,true,,563513,126,9,9,http://192.168.56.104/550KB.txt,8,0,0
1680790460021,32,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,665913,126,9,9,http://192.168.56.104/650KB.txt,2,0,0
1680790460549,29,HTTP Request 3 Small,200,OK,Thread Group 1-2,text,true,,614713,126,10,10,http://192.168.56.104/600KB.txt,4,0,0
1680790460587,47,HTTP Request 3 Small,200,OK,Thread Group 1-3,text,true,,614713,126,10,10,http://192.168.56.104/600KB.txt,9,0,0
1680790460551,84,HTTP Request 4 Small,200,OK,Thread Group 1-10,text,true,,665914,126,10,10,http://192.168.56.104/650KB.txt,21,0,1
1680790460508,133,HTTP Request 5 Small,200,OK,Thread Group 1-5,text,true,,717113,126,10,10,http://192.168.56.104/700KB.txt,2,0,0
1680790460993,62,HTTP Request 5 Small,200,OK,Thread Group 1-9,text,true,,717113,126,10,10,http://192.168.56.104/700KB.txt,3,0,0
1680790461189,61,HTTP Request 4 Small,200,OK,Thread Group 1-6,text,true,,665913,126,10,10,http://192.168.56.104/650KB.txt,3,0,0
1680790461271,26,HTTP Request 3 Small,200,OK,Thread Group 1-8,text,true,,614713,126,10,10,http://192.168.56.104/600KB.txt,1,0,0
1680790461391,32,HTTP Request 3 Small,200,OK,Thread Group 1-7,text,true,,614713,126,10,10,http://192.168.56.104/600KB.txt,1,0,0
1680790461429,28,HTTP Request 4 Small,200,OK,Thread Group 1-4,text,true,,665913,126,10,10,http://192.168.56.104/650KB.txt,2,0,0
1680790461461,32,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,614713,126,10,10,http://192.168.56.104/600KB.txt,1,0,0
1680790461551,28,HTTP Request 4 Small,200,OK,Thread Group 1-11,text,true,,665914,126,11,11,http://192.168.56.104/650KB.txt,3,0,2
1680790462149,74,HTTP Request 1 Small,200,OK,Thread Group 1-2,text,true,,512313,126,11,11,http://192.168.56.104/500KB.txt,5,0,0
1680790462187,77,HTTP Request 2 Small,200,OK,Thread Group 1-3,text,true,,563513,126,11,11,http://192.168.56.104/550KB.txt,5,0,0
1680790462108,216,HTTP Request 5 Small,200,OK,Thread Group 1-5,text,true,,717113,126,11,11,http://192.168.56.104/700KB.txt,2,0,0
1680790462151,212,HTTP Request 4 Small,200,OK,Thread Group 1-10,text,true,,665913,126,11,11,http://192.168.56.104/650KB.txt,6,0,0
1680790462550,26,HTTP Request 2 Small,200,OK,Thread Group 1-12,text,true,,563514,126,12,12,http://192.168.56.104/550KB.txt,4,0,2
1680790462592,26,HTTP Request 1 Small,200,OK,Thread Group 1-9,text,true,,512313,126,12,12,http://192.168.56.104/500KB.txt,2,0,0
1680790462789,58,HTTP Request 5 Small,200,OK,Thread Group 1-6,text,true,,717113,126,12,12,http://192.168.56.104/700KB.txt,4,0,0
1680790462871,27,HTTP Request 4 Small,200,OK,Thread Group 1-8,text,true,,665913,126,12,12,http://192.168.56.104/650KB.txt,1,0,0
1680790462992,45,HTTP Request 1 Small,200,OK,Thread Group 1-7,text,true,,512313,126,12,12,http://192.168.56.104/500KB.txt,3,0,0
1680790463029,35,HTTP Request 2 Small,200,OK,Thread Group 1-4,text,true,,563513,126,12,12,http://192.168.56.104/550KB.txt,3,0,0
1680790463062,17,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,563513,126,12,12,http://192.168.56.104/550KB.txt,3,0,0
1680790463310,68,HTTP Request 2 Small,200,OK,Thread Group 1-11,text,true,,563513,126,12,12,http://192.168.56.104/550KB.txt,4,0,0
1680790463550,31,HTTP Request 1 Small,200,OK,Thread Group 1-13,text,true,,512314,126,13,13,http://192.168.56.104/500KB.txt,4,0,2
1680790463868,28,HTTP Request 5 Small,200,OK,Thread Group 1-5,text,true,,717113,126,13,13,http://192.168.56.104/700KB.txt,1,0,0
