timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680791551726,84,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,1843516,127,1,1,http://192.168.56.104/1800KB.txt,10,0,3
1680791551885,62,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,1843515,127,1,1,http://192.168.56.104/1800KB.txt,2,0,0
1680791552045,66,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,1997115,127,1,1,http://192.168.56.104/1950KB.txt,1,0,0
1680791552206,88,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,1894715,127,1,1,http://192.168.56.104/1850KB.txt,3,0,0
1680791552365,63,HTTP Request 1 Small,200,OK,Thread Group 1-1,text,true,,1843515,127,1,1,http://192.168.56.104/1800KB.txt,2,0,0
1680791552525,77,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,1894715,127,1,1,http://192.168.56.104/1850KB.txt,4,0,0
1680791552686,120,HTTP Request 3 Small,200,OK,Thread Group 1-1,text,true,,1945915,127,2,2,http://192.168.56.104/1900KB.txt,2,0,0
1680791552734,114,HTTP Request 4 Small,200,OK,Thread Group 1-2,text,true,,1997116,127,2,2,http://192.168.56.104/1950KB.txt,4,0,1
1680791553006,91,HTTP Request 5 Small,200,OK,Thread Group 1-1,text,true,,2048315,127,2,2,http://192.168.56.104/2000KB.txt,1,0,0
1680791553053,85,HTTP Request 3 Small,200,OK,Thread Group 1-2,text,true,,1945915,127,2,2,http://192.168.56.104/1900KB.txt,5,0,0
1680791553326,114,HTTP Request 4 Small,200,OK,Thread Group 1-1,text,true,,1997115,127,2,2,http://192.168.56.104/1950KB.txt,2,0,0
1680791553374,93,HTTP Request 1 Small,200,OK,Thread Group 1-2,text,true,,1843515,127,2,2,http://192.168.56.104/1800KB.txt,1,0,0
1680791553646,86,HTTP Request 2 Small,200,OK,Thread Group 1-1,text,true,,1894715,127,2,2,http://192.168.56.104/1850KB.txt,1,0,0
1680791553693,137,HTTP Request 3 Small,200,OK,Thread Group 1-2,text,true,,1945915,127,3,3,http://192.168.56.104/1900KB.txt,2,0,0
